STATE,YEAR,DISTRICT,MUD
"MADHYA PRADESH",2007,HOSHANGABAD,41
MANIPUR,2007,"IMPHAL EAST",41
ODISHA,2007,BARAGARH,41
PUNJAB,2007,BHATINDA,41
PUNJAB,2007,"TARN TARAN",41
"UTTAR PRADESH",2007,"KANPUR DEHAT",41
ASSAM,2008,LAKHIMPUR,41
BIHAR,2008,LAKHISARAI,41
HARYANA,2008,YAMUNANAGAR,41
ASSAM,2001,JORHAT,40
HARYANA,2001,BHIWANI,40
JHARKHAND,2001,CHATRA,40
"MADHYA PRADESH",2001,SEONI,40
RAJASTHAN,2001,BANSWARA,40
CHHATTISGARH,2002,KORBA,40
GUJARAT,2002,SURENDRANAGAR,40
"MADHYA PRADESH",2002,KATNI,40
"MADHYA PRADESH",2002,SEONI,40
ODISHA,2002,ANGUL,40
RAJASTHAN,2002,BANSWARA,40
RAJASTHAN,2002,BIKANER,40
"DELHI UT",2002,NORTH,40
BIHAR,2003,SUPAUL,40
CHHATTISGARH,2003,JASHPUR,40
KARNATAKA,2003,"MYSORE RURAL",40
"MADHYA PRADESH",2003,TIKAMGARH,40
RAJASTHAN,2003,DHOLPUR,40
TRIPURA,2003,DHALAI,40
TRIPURA,2003,NORTH,40
ASSAM,2004,KARIMGANJ,40
GUJARAT,2004,JUNAGADH,40
GUJARAT,2004,MEHSANA,40
HARYANA,2004,KARNAL,40
KARNATAKA,2004,BIDAR,40
"MADHYA PRADESH",2004,SHAJAPUR,40
ODISHA,2004,PURI,40
"WEST BENGAL",2004,PURULIA,40
ASSAM,2005,DHUBRI,40
BIHAR,2005,BAGAHA,40
CHHATTISGARH,2005,KANKER,40
CHHATTISGARH,2005,RAJNANDGAON,40
GUJARAT,2005,PALANPUR,40
KARNATAKA,2005,DAVANAGERE,40
KERALA,2005,KOLLAM,40
"MADHYA PRADESH",2005,DAMOH,40
"MADHYA PRADESH",2005,GUNA,40
"MADHYA PRADESH",2005,KHARGON,40
MEGHALAYA,2005,"KHASI HILLS EAST",40
RAJASTHAN,2005,JHALAWAR,40
UTTARAKHAND,2005,"UDHAMSINGH NAGAR",40
ASSAM,2006,DHUBRI,40
JHARKHAND,2006,GODDA,40
KARNATAKA,2006,CHICKMAGALUR,40
"MADHYA PRADESH",2006,RATLAM,40
"TAMIL NADU",2006,DINDIGUL,40
"TAMIL NADU",2006,THANJAVUR,40
UTTARAKHAND,2006,DEHRADUN,40
ASSAM,2007,BARPETA,40
BIHAR,2007,JEHANABAD,40
GUJARAT,2007,DAHOD,40
KARNATAKA,2007,SHIMOGA,40
"MADHYA PRADESH",2007,REWA,40
"MADHYA PRADESH",2007,SEONI,40
ODISHA,2007,KENDRAPARA,40
"TAMIL NADU",2007,DINDIGUL,40
"UTTAR PRADESH",2007,GHAZIPUR,40
"UTTAR PRADESH",2007,MIRZAPUR,40
BIHAR,2008,BHABHUA,40
GUJARAT,2008,ANAND,40
GUJARAT,2008,KUTCH,40
GUJARAT,2008,PANCHMAHAL,40
"MADHYA PRADESH",2008,VIDISHA,40
"UTTAR PRADESH",2008,JAUNPUR,40
"WEST BENGAL",2008,ASANSOL,40
ASSAM,2009,"KARBI ANGLONG",40
GUJARAT,2009,SURENDRANAGAR,40
"MADHYA PRADESH",2009,DEWAS,40
MEGHALAYA,2009,"JAINTIA HILLS",40
ODISHA,2009,PURI,40
RAJASTHAN,2009,JHUNJHUNU,40
"TAMIL NADU",2009,ARIYALUR,40
"TAMIL NADU",2009,KANYAKUMARI,40
"TAMIL NADU",2009,PUDUKOTTAI,40
"UTTAR PRADESH",2009,JHANSI,40
GUJARAT,2010,PALANPUR,40
JHARKHAND,2010,RAMGARH,40
KARNATAKA,2010,CHITRADURGA,40
KARNATAKA,2010,KOLAR,40
KERALA,2010,KOLLAM,40
MAHARASHTRA,2010,WASHIM,40
"UTTAR PRADESH",2010,JAUNPUR,40
"WEST BENGAL",2010,"DAKSHIN DINAJPUR",40
"ANDHRA PRADESH",2011,SRIKAKULAM,40
BIHAR,2011,LAKHISARAI,40
GUJARAT,2011,JAMNAGAR,40
KARNATAKA,2011,CHAMARAJNAGAR,40
RAJASTHAN,2011,CHURU,40
"UTTAR PRADESH",2011,BANDA,40
ASSAM,2012,CHIRANG,40
BIHAR,2012,LAKHISARAI,40
CHHATTISGARH,2012,DANTEWARA,40
GUJARAT,2012,JUNAGADH,40
GUJARAT,2012,SURENDRANAGAR,40
MAHARASHTRA,2012,RAIGAD,40
MAHARASHTRA,2012,WASHIM,40
ODISHA,2012,MALKANGIR,40
"TAMIL NADU",2012,ERODE,40
"TAMIL NADU",2012,THIRUVALLUR,40
"UTTAR PRADESH",2012,BANDA,40
MAHARASHTRA,2008,"AURANGABAD COMMR.",39
RAJASTHAN,2008,GANGANAGAR,39
RAJASTHAN,2008,KARAULI,39
"TAMIL NADU",2008,"MADURAI URBAN",39
"UTTAR PRADESH",2008,SONBHADRA,39
GUJARAT,2009,"SURAT RURAL",39
HARYANA,2009,PALWAL,39
"MADHYA PRADESH",2009,NARSINGHPUR,39
"MADHYA PRADESH",2009,PANNA,39
PUNJAB,2009,HOSHIARPUR,39
"TAMIL NADU",2009,DHARMAPURI,39
BIHAR,2010,NAUGACHIA,39
BIHAR,2010,SAHARSA,39
GUJARAT,2010,DAHOD,39
KARNATAKA,2010,CBPURA,39
"MADHYA PRADESH",2010,BALAGHAT,39
"MADHYA PRADESH",2010,SEONI,39
ODISHA,2010,DHENKANAL,39
ODISHA,2010,NAYAGARH,39
RAJASTHAN,2010,BIKANER,39
RAJASTHAN,2010,CHURU,39
"UTTAR PRADESH",2010,KANNAUJ,39
"UTTAR PRADESH",2010,"KANSHIRAM NAGAR",39
"UTTAR PRADESH",2010,"KUSHI NAGAR",39
"UTTAR PRADESH",2010,PRATAPGARH,39
"ANDHRA PRADESH",2011,VISAKHAPATNAM,39
ASSAM,2011,GOALPARA,39
CHHATTISGARH,2011,BALRAMPUR,39
"MADHYA PRADESH",2011,ANUPPUR,39
MAHARASHTRA,2011,HINGOLI,39
MAHARASHTRA,2011,RAIGAD,39
RAJASTHAN,2011,BIKANER,39
RAJASTHAN,2011,PRATAPGARH,39
"TAMIL NADU",2011,"COIMBATORE RURAL",39
"WEST BENGAL",2011,HOWRAH,39
BIHAR,2012,KISHANGANJ,39
CHHATTISGARH,2012,BALRAMPUR,39
HARYANA,2012,MAHENDRAGARH,39
"MADHYA PRADESH",2012,SHAJAPUR,39
ODISHA,2012,BHADRAK,39
ODISHA,2012,NOWRANGPUR,39
"TAMIL NADU",2012,THENI,39
"UTTAR PRADESH",2012,GONDA,39
"WEST BENGAL",2012,"HOWRAH CITY",39
"DELHI UT",2012,SOUTH,39
"JAMMU & KASHMIR",2001,KULGAM,39
"MADHYA PRADESH",2001,RAISEN,39
ODISHA,2001,ANGUL,39
ODISHA,2001,KORAPUT,39
ODISHA,2001,SAMBALPUR,39
RAJASTHAN,2001,AJMER,39
"UTTAR PRADESH",2001,MAHARAJGANJ,39
"ANDHRA PRADESH",2002,VIJAYAWADA,39
BIHAR,2002,SAHARSA,39
GUJARAT,2002,JAMNAGAR,39
GUJARAT,2002,VALSAD,39
HARYANA,2002,KARNAL,39
JHARKHAND,2002,GARHWA,39
MAHARASHTRA,2002,LATUR,39
MEGHALAYA,2002,"JAINTIA HILLS",39
PUNJAB,2002,FEROZEPUR,39
"UTTAR PRADESH",2002,DEORIA,39
UTTARAKHAND,2002,DEHRADUN,39
"WEST BENGAL",2002,BANKURA,39
"ANDHRA PRADESH",2003,SRIKAKULAM,39
HARYANA,2003,JHAJJAR,39
"JAMMU & KASHMIR",2003,HANDWARA,39
KERALA,2003,THRISSUR,39
RAJASTHAN,2003,JODHPUR,39
JHARKHAND,2004,GARHWA,39
RAJASTHAN,2004,SIKAR,39
"TAMIL NADU",2004,DHARMAPURI,39
ASSAM,2005,"GUWAHATI CITY",39
ASSAM,2005,UDALGURI,39
"JAMMU & KASHMIR",2005,KULGAM,39
MAHARASHTRA,2005,PARBHANI,39
ODISHA,2005,BOLANGIR,39
RAJASTHAN,2005,BIKANER,39
"UTTAR PRADESH",2005,DEORIA,39
ASSAM,2006,CHIRANG,39
BIHAR,2006,JEHANABAD,39
GUJARAT,2006,KUTCH,39
HARYANA,2006,AMBALA,39
"MADHYA PRADESH",2006,BARWANI,39
ODISHA,2006,ANGUL,39
ODISHA,2006,BHADRAK,39
"DELHI UT",2006,EAST,39
GUJARAT,2007,VALSAD,39
HARYANA,2007,AMBALA,39
"MADHYA PRADESH",2007,BARWANI,39
"MADHYA PRADESH",2007,DEWAS,39
"MADHYA PRADESH",2007,GUNA,39
MANIPUR,2007,THOUBAL,39
RAJASTHAN,2007,BANSWARA,39
RAJASTHAN,2007,BIKANER,39
"TAMIL NADU",2007,NAGAPATTINAM,39
"TAMIL NADU",2007,THIRUVARUR,39
HARYANA,2008,JIND,39
HARYANA,2008,KARNAL,39
KARNATAKA,2008,CBPURA,39
KARNATAKA,2008,CHICKMAGALUR,39
"ANDHRA PRADESH",2001,SRIKAKULAM,38
GUJARAT,2001,SURENDRANAGAR,38
"MADHYA PRADESH",2001,NARSINGHPUR,38
RAJASTHAN,2001,JHALAWAR,38
TRIPURA,2001,NORTH,38
GUJARAT,2002,PALANPUR,38
RAJASTHAN,2002,JODHPUR,38
"WEST BENGAL",2002,"PURAB MIDNAPUR",38
"WEST BENGAL",2002,"UTTAR DINAJPUR",38
GUJARAT,2003,"AHMEDABAD RURAL",38
GUJARAT,2003,PALANPUR,38
GUJARAT,2003,"RAJKOT RURAL",38
GUJARAT,2003,"VADODARA COMMR.",38
HARYANA,2003,SIRSA,38
"HIMACHAL PRADESH",2003,KANGRA,38
"JAMMU & KASHMIR",2003,KUPWARA,38
MAHARASHTRA,2003,OSMANABAD,38
PUNJAB,2003,HOSHIARPUR,38
RAJASTHAN,2003,PALI,38
"TAMIL NADU",2003,KANYAKUMARI,38
"TAMIL NADU",2003,THIRUVANNAMALAI,38
TRIPURA,2003,SOUTH,38
"UTTAR PRADESH",2003,BASTI,38
"UTTAR PRADESH",2003,MAU,38
ASSAM,2004,JORHAT,38
BIHAR,2004,SUPAUL,38
GUJARAT,2004,BHARUCH,38
GUJARAT,2004,PALANPUR,38
KARNATAKA,2004,BAGALKOT,38
KARNATAKA,2004,DAVANAGERE,38
MANIPUR,2004,THOUBAL,38
ASSAM,2005,BARPETA,38
KARNATAKA,2005,BIDAR,38
"MADHYA PRADESH",2005,KHANDWA,38
"MADHYA PRADESH",2005,MANDSAUR,38
MANIPUR,2005,IMPHAL(EAST),38
PUNJAB,2005,"TARN TARAN",38
RAJASTHAN,2005,NAGAUR,38
ASSAM,2006,KARIMGANJ,38
ASSAM,2006,KOKRAJHAR,38
CHHATTISGARH,2006,BALRAMPUR,38
JHARKHAND,2006,BOKARO,38
JHARKHAND,2006,KODERMA,38
KARNATAKA,2006,BIDAR,38
KARNATAKA,2006,CHITRADURGA,38
MAHARASHTRA,2006,DHULE,38
MAHARASHTRA,2006,"NASIK COMMR.",38
CHHATTISGARH,2007,KANKER,38
GUJARAT,2007,BHARUCH,38
KARNATAKA,2007,BAGALKOT,38
KERALA,2007,THRISSUR,38
MAHARASHTRA,2007,AKOLA,38
ODISHA,2007,BOLANGIR,38
"TAMIL NADU",2007,DHARMAPURI,38
"UTTAR PRADESH",2007,PILIBHIT,38
ASSAM,2008,DARRANG,38
CHHATTISGARH,2008,KORBA,38
GUJARAT,2008,HIMATNAGAR,38
KERALA,2008,THRISSUR,38
"MADHYA PRADESH",2008,RAJGARH,38
MEGHALAYA,2008,"JAINTIA HILLS",38
RAJASTHAN,2008,BIKANER,38
BIHAR,2009,BAGAHA,38
GUJARAT,2009,PALANPUR,38
JHARKHAND,2009,CHATRA,38
"MADHYA PRADESH",2009,SEONI,38
"TAMIL NADU",2009,"MADURAI URBAN",38
"UTTAR PRADESH",2009,BAHRAICH,38
"UTTAR PRADESH",2009,SULTANPUR,38
ASSAM,2010,KAMRUP,38
ASSAM,2010,KARIMGANJ,38
GUJARAT,2010,"RAJKOT COMMR.",38
"MADHYA PRADESH",2010,KHANDWA,38
"MADHYA PRADESH",2010,SHAJAPUR,38
MAHARASHTRA,2010,"AURANGABAD COMMR.",38
MAHARASHTRA,2010,HINGOLI,38
"TAMIL NADU",2010,SIVAGANGAI,38
"UTTAR PRADESH",2010,FAIZABAD,38
"UTTAR PRADESH",2010,KAUSHAMBI,38
"ANDHRA PRADESH",2011,VIZIANAGARAM,38
ASSAM,2011,LAKHIMPUR,38
BIHAR,2011,BAGAHA,38
JHARKHAND,2011,LATEHAR,38
KARNATAKA,2011,CHITRADURGA,38
"MADHYA PRADESH",2011,KHANDWA,38
ODISHA,2011,BHADRAK,38
ODISHA,2011,KALAHANDI,38
ODISHA,2011,KENDRAPARA,38
ODISHA,2011,RAYAGADA,38
PUNJAB,2011,SANGRUR,38
"TAMIL NADU",2011,NAMAKKAL,38
"UTTAR PRADESH",2011,JALAUN,38
"WEST BENGAL",2011,"HOWRAH CITY",38
"DELHI UT",2011,NORTH,38
ASSAM,2012,BAKSA,38
CHHATTISGARH,2012,KORIYA,38
JHARKHAND,2012,PAKUR,38
KARNATAKA,2012,BIDAR,38
"MADHYA PRADESH",2012,SEONI,38
ODISHA,2012,NAYAGARH,38
RAJASTHAN,2012,AJMER,38
RAJASTHAN,2012,CHITTORGARH,38
RAJASTHAN,2012,"JAIPUR RURAL",38
RAJASTHAN,2008,BARAN,37
RAJASTHAN,2008,BHILWARA,37
"TAMIL NADU",2008,PUDUKOTTAI,37
"UTTAR PRADESH",2008,BANDA,37
"UTTAR PRADESH",2008,KANNAUJ,37
"DELHI UT",2008,SOUTH,37
"MADHYA PRADESH",2009,KATNI,37
"MADHYA PRADESH",2009,SINGRAULI,37
MAHARASHTRA,2009,"AURANGABAD COMMR.",37
PUNJAB,2009,MANSA,37
"UTTAR PRADESH",2009,GHAZIPUR,37
"UTTAR PRADESH",2009,JALAUN,37
"UTTAR PRADESH",2009,SONBHADRA,37
GUJARAT,2010,BHARUCH,37
GUJARAT,2010,KUTCH,37
KARNATAKA,2010,KODAGU,37
"MADHYA PRADESH",2010,GUNA,37
"MADHYA PRADESH",2010,KATNI,37
MAHARASHTRA,2010,"NASIK COMMR.",37
"UTTAR PRADESH",2010,"AMBEDKAR NAGAR",37
"UTTAR PRADESH",2010,BANDA,37
ASSAM,2011,UDALGURI,37
KARNATAKA,2011,BAGALKOT,37
KARNATAKA,2011,KOLAR,37
"MADHYA PRADESH",2011,KHARGON,37
"MADHYA PRADESH",2011,MANDSAUR,37
"MADHYA PRADESH",2011,TIKAMGARH,37
MAHARASHTRA,2011,GONDIA,37
MAHARASHTRA,2011,"NASIK COMMR.",37
MAHARASHTRA,2011,WARDHA,37
ODISHA,2011,MALKANGIR,37
ODISHA,2011,NAYAGARH,37
ODISHA,2011,SAMBALPUR,37
"UTTAR PRADESH",2011,KANNAUJ,37
"ANDHRA PRADESH",2012,"TIRUPATHI URBAN",37
ASSAM,2012,LAKHIMPUR,37
"MADHYA PRADESH",2012,MANDSAUR,37
"MADHYA PRADESH",2012,RATLAM,37
ODISHA,2012,JAGATSINGHPUR,37
ODISHA,2012,KALAHANDI,37
ODISHA,2012,KHURDA,37
PUNJAB,2012,FAZILKA,37
PUNJAB,2012,FEROZPUR,37
PUNJAB,2012,MOGA,37
"UTTAR PRADESH",2012,RAIBAREILLY,37
UTTARAKHAND,2012,DEHRADUN,37
ASSAM,2001,KAMRUP,37
BIHAR,2001,ARWAL,37
CHHATTISGARH,2001,JASHPUR,37
GUJARAT,2001,BHARUCH,37
HARYANA,2001,JIND,37
HARYANA,2001,SIRSA,37
PUNJAB,2001,"TARN TARAN",37
RAJASTHAN,2001,JHUNJHUNU,37
"WEST BENGAL",2001,COOCHBEHAR,37
ASSAM,2002,JORHAT,37
JHARKHAND,2002,PAKUR,37
KARNATAKA,2002,CHITRADURGA,37
"MADHYA PRADESH",2002,BARWANI,37
"MADHYA PRADESH",2002,KHARGON,37
"TAMIL NADU",2002,RAMNATHAPURAM,37
GUJARAT,2003,MEHSANA,37
GUJARAT,2003,"RAJKOT COMMR.",37
KARNATAKA,2003,BIDAR,37
KARNATAKA,2003,RAICHUR,37
KERALA,2003,"TRIVANDRUM RURAL",37
"MADHYA PRADESH",2003,GUNA,37
"MADHYA PRADESH",2003,KHARGON,37
"MADHYA PRADESH",2003,MANDLA,37
"UTTAR PRADESH",2003,"KANPUR DEHAT",37
"UTTAR PRADESH",2003,"KUSHI NAGAR",37
ASSAM,2004,NALBARI,37
GUJARAT,2004,"RAJKOT COMMR.",37
HARYANA,2004,PANIPAT,37
JHARKHAND,2004,PAKUR,37
RAJASTHAN,2004,BHILWARA,37
"TAMIL NADU",2004,RAMNATHAPURAM,37
"UTTAR PRADESH",2004,"AMBEDKAR NAGAR",37
"WEST BENGAL",2004,BANKURA,37
"WEST BENGAL",2004,KOLKATA,37
HARYANA,2005,JIND,37
"JAMMU & KASHMIR",2005,ANANTNAG,37
KERALA,2005,PALAKKAD,37
"MADHYA PRADESH",2005,DATIYA,37
MAHARASHTRA,2005,JALNA,37
"ANDHRA PRADESH",2006,VISAKHAPATNAM,37
ASSAM,2006,JORHAT,37
GUJARAT,2006,BHARUCH,37
GUJARAT,2006,"KHEDA NORTH",37
HARYANA,2006,SIRSA,37
"MADHYA PRADESH",2006,GUNA,37
"MADHYA PRADESH",2006,TIKAMGARH,37
ODISHA,2006,BARAGARH,37
ODISHA,2006,RAYAGADA,37
ASSAM,2007,UDALGURI,37
BIHAR,2007,BAGAHA,37
GUJARAT,2007,"RAJKOT COMMR.",37
"MADHYA PRADESH",2007,KATNI,37
MAHARASHTRA,2007,"AURANGABAD COMMR.",37
MAHARASHTRA,2007,RAIGAD,37
PUNJAB,2007,MOGA,37
RAJASTHAN,2007,BARAN,37
RAJASTHAN,2007,KARAULI,37
"TAMIL NADU",2007,RAMNATHAPURAM,37
"UTTAR PRADESH",2007,AURAIYA,37
UTTARAKHAND,2007,DEHRADUN,37
GUJARAT,2008,"RAJKOT COMMR.",37
KARNATAKA,2008,KOLAR,37
BIHAR,2001,NAUGACHIA,36
BIHAR,2001,SAHARSA,36
CHHATTISGARH,2001,RAJNANDGAON,36
GUJARAT,2001,DAHOD,36
"JAMMU & KASHMIR",2001,REASI,36
"MADHYA PRADESH",2001,SIDHI,36
MAHARASHTRA,2001,"AURANGABAD COMMR.",36
MAHARASHTRA,2001,HINGOLI,36
NAGALAND,2001,DIMAPUR,36
ODISHA,2001,MALKANGIR,36
PUNJAB,2001,AMRITSAR,36
RAJASTHAN,2001,BARAN,36
"TAMIL NADU",2001,NAGAPATTINAM,36
"TAMIL NADU",2001,NAMAKKAL,36
UTTARAKHAND,2001,NAINITAL,36
"WEST BENGAL",2001,"UTTAR DINAJPUR",36
JHARKHAND,2002,DEOGHAR,36
KARNATAKA,2002,CHICKMAGALUR,36
KERALA,2002,ERNAKULAM,36
"MADHYA PRADESH",2002,RAJGARH,36
"MADHYA PRADESH",2002,RATLAM,36
MAHARASHTRA,2002,BHANDARA,36
ODISHA,2002,MALKANGIR,36
"TAMIL NADU",2002,SIVAGANGAI,36
BIHAR,2003,SHEIKHPURA,36
CHHATTISGARH,2003,RAJNANDGAON,36
KERALA,2003,KOLLAM,36
"MADHYA PRADESH",2003,PANNA,36
"UTTAR PRADESH",2003,HAMIRPUR,36
ASSAM,2004,BONGAIGAON,36
BIHAR,2004,ARWAL,36
GUJARAT,2004,"RAJKOT RURAL",36
GUJARAT,2004,VALSAD,36
JHARKHAND,2004,DEOGHAR,36
KERALA,2004,"TRIVANDRUM RURAL",36
"MADHYA PRADESH",2004,KHANDWA,36
"MADHYA PRADESH",2004,SHAHDOL,36
PUNJAB,2004,BHATINDA,36
"TAMIL NADU",2004,VIRUDHUNAGAR,36
"UTTAR PRADESH",2004,MAHOBA,36
"UTTAR PRADESH",2004,MIRZAPUR,36
"WEST BENGAL",2004,"UTTAR DINAJPUR",36
"ANDHRA PRADESH",2005,SRIKAKULAM,36
ASSAM,2005,LAKHIMPUR,36
"MADHYA PRADESH",2005,"ASHOK NAGAR",36
ODISHA,2005,DHENKANAL,36
"TAMIL NADU",2005,"MADURAI RURAL",36
"UTTAR PRADESH",2005,BALLIA,36
BIHAR,2006,NAUGACHIA,36
CHHATTISGARH,2006,KANKER,36
"JAMMU & KASHMIR",2006,KULGAM,36
JHARKHAND,2006,SAHEBGANJ,36
"MADHYA PRADESH",2006,SEONI,36
MANIPUR,2006,THOUBAL,36
PUNJAB,2006,HOSHIARPUR,36
RAJASTHAN,2006,BHILWARA,36
"TAMIL NADU",2006,"MADURAI RURAL",36
"TAMIL NADU",2006,THIRUVANNAMALAI,36
"UTTAR PRADESH",2006,"CHITRAKOOT DHAM",36
"UTTAR PRADESH",2006,HAMIRPUR,36
BIHAR,2007,BUXAR,36
ODISHA,2007,BALASORE,36
PUNJAB,2007,SANGRUR,36
RAJASTHAN,2007,SIKAR,36
"WEST BENGAL",2007,KOLKATA,36
ASSAM,2008,GOALPARA,36
CHHATTISGARH,2008,JANJGIR,36
GUJARAT,2008,"AHMEDABAD RURAL",36
GUJARAT,2008,BHARUCH,36
GUJARAT,2008,"KHEDA NORTH",36
KARNATAKA,2008,CHAMARAJNAGAR,36
KERALA,2008,"ERNAKULAM RURAL",36
"MADHYA PRADESH",2008,KHANDWA,36
MAHARASHTRA,2008,WARDHA,36
RAJASTHAN,2008,CHITTORGARH,36
RAJASTHAN,2008,"KOTA CITY",36
RAJASTHAN,2008,NAGAUR,36
BIHAR,2009,SUPAUL,36
GUJARAT,2009,ANAND,36
HARYANA,2009,SIRSA,36
HARYANA,2009,YAMUNANAGAR,36
KERALA,2009,PALAKKAD,36
"MADHYA PRADESH",2009,DATIYA,36
ODISHA,2009,KORAPUT,36
ODISHA,2009,MALKANGIR,36
PUNJAB,2009,"TARN TARAN",36
RAJASTHAN,2009,BARAN,36
RAJASTHAN,2009,BHILWARA,36
"UTTAR PRADESH",2009,"AMBEDKAR NAGAR",36
BIHAR,2010,KISHANGANJ,36
"MADHYA PRADESH",2010,ANUPPUR,36
"MADHYA PRADESH",2010,RAJGARH,36
ODISHA,2010,BARAGARH,36
ODISHA,2010,MALKANGIR,36
GUJARAT,2011,"AHMEDABAD RURAL",36
GUJARAT,2011,"SURAT RURAL",36
HARYANA,2011,KAITHAL,36
"MADHYA PRADESH",2011,MANDLA,36
MEGHALAYA,2011,"KHASI HILLS EAST",36
ODISHA,2011,KANDHAMAL,36
TRIPURA,2011,SOUTH,36
"UTTAR PRADESH",2011,RAIBAREILLY,36
ASSAM,2012,DARRANG,36
ASSAM,2012,JORHAT,36
ASSAM,2012,KARIMGANJ,36
JHARKHAND,2012,LOHARDAGGA,36
"MADHYA PRADESH",2012,KATNI,36
"MADHYA PRADESH",2012,RAJGARH,36
"MADHYA PRADESH",2012,SINGRAULI,36
ODISHA,2012,"DCP CTC",36
RAJASTHAN,2012,JHUNJHUNU,36
"UTTAR PRADESH",2012,HAMIRPUR,36
"UTTAR PRADESH",2012,"KUSHI NAGAR",36
MAHARASHTRA,2008,GONDIA,35
ODISHA,2008,BARAGARH,35
"TAMIL NADU",2008,THIRUVALLUR,35
TRIPURA,2008,SOUTH,35
GUJARAT,2009,KUTCH,35
GUJARAT,2009,PANCHMAHAL,35
GUJARAT,2009,"RAJKOT COMMR.",35
HARYANA,2009,AMBALA,35
GUJARAT,2010,"KHEDA NORTH",35
HARYANA,2010,AMBALA,35
JHARKHAND,2010,LOHARDAGGA,35
PUNJAB,2010,MANSA,35
RAJASTHAN,2010,KARAULI,35
RAJASTHAN,2010,"KOTA CITY",35
RAJASTHAN,2010,PRATAPGARH,35
"UTTAR PRADESH",2010,JALAUN,35
"DELHI UT",2010,SOUTH,35
"ANDHRA PRADESH",2011,"VIJAYAWADA CITY",35
GUJARAT,2011,HIMATNAGAR,35
GUJARAT,2011,"KUTCH (EAST(G))",35
GUJARAT,2011,VALSAD,35
KARNATAKA,2011,DAVANAGERE,35
"MADHYA PRADESH",2011,RATLAM,35
MAHARASHTRA,2011,WASHIM,35
ODISHA,2011,JAGATSINGHPUR,35
RAJASTHAN,2011,JALORE,35
RAJASTHAN,2011,"KOTA CITY",35
"TAMIL NADU",2011,"MADURAI URBAN",35
"TAMIL NADU",2011,PUDUKOTTAI,35
"ANDHRA PRADESH",2012,SRIKAKULAM,35
ASSAM,2012,"KARBI ANGLONG",35
"MADHYA PRADESH",2012,ANUPPUR,35
MAHARASHTRA,2012,NANDURBAR,35
"UTTAR PRADESH",2012,"AMBEDKAR NAGAR",35
"UTTAR PRADESH",2012,"CSM NAGAR",35
"UTTAR PRADESH",2012,DEORIA,35
"DELHI UT",2012,CENTRAL,35
BIHAR,2001,MADHUBANI,35
CHHATTISGARH,2001,KORIYA,35
"MADHYA PRADESH",2001,MANDLA,35
"MADHYA PRADESH",2001,SIHORE,35
MANIPUR,2001,CHURACHANDPUR,35
MEGHALAYA,2001,"JAINTIA HILLS",35
ODISHA,2001,CUTTACK,35
ODISHA,2001,RAYAGADA,35
RAJASTHAN,2001,KARAULI,35
TRIPURA,2001,DHALAI,35
"UTTAR PRADESH",2001,CHANDOLI,35
"UTTAR PRADESH",2001,SHRAWASTI,35
"WEST BENGAL",2001,BANKURA,35
BIHAR,2002,NAUGACHIA,35
CHHATTISGARH,2002,KANKER,35
GUJARAT,2002,KUTCH,35
GUJARAT,2002,"RAJKOT COMMR.",35
HARYANA,2002,BHIWANI,35
KARNATAKA,2002,"DHARWAD RURAL",35
KARNATAKA,2002,KODAGU,35
"MADHYA PRADESH",2002,PANNA,35
"TAMIL NADU",2002,THIRUVANNAMALAI,35
ASSAM,2003,NALBARI,35
JHARKHAND,2003,CHATRA,35
KARNATAKA,2003,"DAKSHIN KANNADA",35
"MADHYA PRADESH",2003,KATNI,35
"MADHYA PRADESH",2003,RAISEN,35
RAJASTHAN,2003,BANSWARA,35
RAJASTHAN,2003,KOTA,35
"TAMIL NADU",2003,THENI,35
ASSAM,2004,GOALPARA,35
GUJARAT,2004,HIMATNAGAR,35
MAHARASHTRA,2004,HINGOLI,35
MAHARASHTRA,2004,NANDURBAR,35
ODISHA,2004,DHENKANAL,35
PUNJAB,2004,HOSHIARPUR,35
PUNJAB,2004,MOGA,35
RAJASTHAN,2004,BARAN,35
CHHATTISGARH,2005,KORBA,35
GUJARAT,2005,BHARUCH,35
GUJARAT,2005,KUTCH,35
GUJARAT,2005,"RAJKOT RURAL",35
"JAMMU & KASHMIR",2005,POONCH,35
JHARKHAND,2005,PAKUR,35
KARNATAKA,2005,CHICKMAGALUR,35
KARNATAKA,2005,"DAKSHIN KANNADA",35
PUNJAB,2005,MAJITHA,35
RAJASTHAN,2005,BHILWARA,35
"ANDHRA PRADESH",2006,VIZIANAGARAM,35
CHHATTISGARH,2006,KORIYA,35
GUJARAT,2006,HIMATNAGAR,35
KARNATAKA,2006,BAGALKOT,35
MAHARASHTRA,2006,BHANDARA,35
ODISHA,2006,BALASORE,35
ODISHA,2006,NAYAGARH,35
RAJASTHAN,2006,BIKANER,35
RAJASTHAN,2006,PALI,35
"TAMIL NADU",2006,KANCHIPURAM,35
"UTTAR PRADESH",2006,BALLIA,35
HARYANA,2007,MEWAT,35
HARYANA,2007,PANIPAT,35
"JAMMU & KASHMIR",2007,DODA,35
"MADHYA PRADESH",2007,RATLAM,35
"MADHYA PRADESH",2007,SHAJAPUR,35
"MADHYA PRADESH",2007,SIHORE,35
ODISHA,2007,JAJPUR,35
"UTTAR PRADESH",2007,SONBHADRA,35
BIHAR,2008,JEHANABAD,35
GUJARAT,2008,BHAVNAGAR,35
